Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
atlanta-ga,Gray,BLACK,Four-wheel Drive,28,Gasoline,Automatic,Turbo Gas,"17,834 mi.",Used,2022,Mercedes-Benz,AMG C 43
atlanta-ga,Black,BLACK,Four-wheel Drive,,Gasoline,Automatic,Turbo Gas,"18,009 mi.",Used,2022,Mercedes-Benz,AMG CLA 35
atlanta-ga,Obsidian Black Metallic,STYLE Saddle Brown,All-wheel Drive,20-25,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"24,815 mi.",Used,2021,Mercedes-Benz,AMG GT 53 Base
atlanta-ga,Jupiter Red,STYLE Macchiato Beige,All-wheel Drive,19-24,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"16,791 mi.",Used,2019,Mercedes-Benz,AMG GT 53 Base
atlanta-ga,White,Black,Rear-wheel Drive,NULL,Diesel,A/T,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,"252,000 mi.",Used,2016,Mercedes-Benz,Sprinter 2500
atlanta-ga,Gray Ghost Metallic,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"13,923 mi.",Used,2023,Chevrolet,Bolt EV 1LT
atlanta-ga,Gray,Gray,Front-wheel Drive,18-26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"51,163 mi.",Used,2019,Buick,Enclave Essence
atlanta-ga,Black,Beige,Front-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"43,138 mi.",Used,2023,Nissan,Murano SV
atlanta-ga,Black,Black,Rear-wheel Drive,20-31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"29,453 mi.",Used,2016,BMW,640 Gran Coupe i
atlanta-ga,Baja Storm,Black,Four-wheel Drive,,Gasoline,Automatic,5.6L V8 32V GDI DOHC,"16,103 mi.",Used,2023,Nissan,Titan XD PRO-4X
atlanta-ga,Black Sapphire Metallic,Black,All-wheel Drive,21-25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"31,177 mi.",BMW Certified,2021,BMW,X6 xDrive40i
atlanta-ga,Ebony,Charcoal / Cranberry,Rear-wheel Drive,16-22,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,"47,031 mi.",Used,2010,Jaguar,XK R
atlanta-ga,Ceramic Gray Clearcoat,Alloy,Front-wheel Drive,19-28,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,"90,263 mi.",Used,2021,Chrysler,Pacifica Touring-L
atlanta-ga,Black Sapphire Metallic,Black,Rear-wheel Drive,21-32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"67,490 mi.",Used,2018,BMW,440 i
atlanta-ga,Alpine White,Canberra Beige,Rear-wheel Drive,23-32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"49,912 mi.",Used,2022,BMW,M340 i
atlanta-ga,Black,Black,Rear-wheel Drive,16-25,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,"5,400 mi.",Used,2013,Mercedes-Benz,SL-Class SL 63 AMG
atlanta-ga,Black,Oyster,Rear-wheel Drive,23-32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"59,138 mi.",Used,2021,BMW,M340 i
atlanta-ga,Aegean Blue Metallic,Black,All-wheel Drive,26-31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,"47,741 mi.",Used,2022,Honda,HR-V EX
atlanta-ga,Black,Beige,Rear-wheel Drive,,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,"36,404 mi.",Used,2021,Nissan,NV Passenger NV3500 HD SL V8
atlanta-ga,Gray,Gray,Four-wheel Drive,NULL,Gasoline,8-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,"112,128 mi.",Used,2019,Chevrolet,Silverado 1500 RST
atlanta-ga,Alpine White,Oyster,All-wheel Drive,,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,"27,315 mi.",Used,2021,BMW,X3 PHEV xDrive30e
atlanta-ga,Black,Black,Front-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"64,298 mi.",Used,2020,Nissan,Murano SV
atlanta-ga,White,GRAY,Four-wheel Drive,NULL,,Automatic,Electric,"15,677 mi.",Used,2022,Ford,F-150 Lightning XLT
atlanta-ga,White,Beige,Front-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"22,327 mi.",Used,2022,Nissan,Murano SL
atlanta-ga,Quartz White Pearl,Beige,Front-wheel Drive,25-36,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"46,909 mi.",Used,2018,Hyundai,Sonata SE
atlanta-ga,White,BLACK,Rear-wheel Drive,,Gasoline,Automatic,Gas,"38,909 mi.",Used,2022,Chevrolet,Blazer RS
atlanta-ga,Crystal White Pearl,Black,All-wheel Drive,26-33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,"47,802 mi.",Used,2021,Subaru,Outback Limited
atlanta-ga,Bright White Clearcoat,Black/Alloy/Black,Front-wheel Drive,19-28,Gasoline,Automatic,"3.6L V-6 DOHC, VVT variable valve control, regular unleaded, eng","63,902 mi.",Used,2022,Chrysler,Pacifica Touring L
atlanta-ga,Silver,Black,Front-wheel Drive,NULL,Gasoline,5-Speed A/T,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,"60,595 mi.",Used,2011,Volvo,C70 T5
atlanta-ga,Black,Mandarin,Rear-wheel Drive,12-20,Gasoline,8-Speed Automatic,"6.7L V-12 gasoline direct injection, DOHC, variable valve contro","6,540 mi.",Used,2021,Rolls-Royce,Phantom
atlanta-ga,Shadow Black,BLUE,Front-wheel Drive,24-0,Gasoline,Automatic,"Gamma 1.6L I-4 gasoline direct injection, DOHC, variable valve c","114,298 mi.",Used,2016,Kia,Soul Base
atlanta-ga,White,Beige,Rear-wheel Drive,NULL,–,A/T,–,"150,000 mi.",Used,1995,Acura,Legend LS
atlanta-ga,Black,Off-Black/Off-Black,Front-wheel Drive,18-28,Gasoline,Automatic,"2.5L I-5 DOHC, variable valve control, intercooled turbo, premiu","118,329 mi.",Used,2012,Volvo,C70 T5
atlanta-ga,Blue,White,Front-wheel Drive,NULL,,1-Speed A/T,111.0HP Electric Motor Electric Fuel System,"68,788 mi.",Used,2015,FIAT,500e Battery Electric
atlanta-ga,Glacier White,Black Mountain,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"3,606 mi.",Used,2023,Rivian,R1S Adventure Quad Motor Large Pack
atlanta-ga,Glacier White,Black Mountain,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"3,123 mi.",Used,2023,Rivian,R1S Adventure Quad Motor Large Pack
atlanta-ga,White,–,Front-wheel Drive,25-35,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,"83,538 mi.",Used,2018,Acura,ILX Premium Package
atlanta-ga,Silver,Beige,Front-wheel Drive,NULL,Gasoline,A/T,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,"104,356 mi.",Used,2014,Cadillac,SRX Luxury Collection
atlanta-ga,Gray,Black,Front-wheel Drive,31-38,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,"50,112 mi.",Used,2007,Honda,Fit Base (A5)
atlanta-ga,Mediterranean Blue Metallic,Black,All-wheel Drive,20-29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"97,677 mi.",Used,2016,BMW,640 Gran Coupe i xDrive
atlanta-ga,Bianco Alpi Pearlescent,Dark Brown w/Gray Stitching,All-wheel Drive,14-19,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,","21,210 mi.",Used,2017,Maserati,Levante S
atlanta-ga,Blue,Black,Front-wheel Drive,,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,"28,683 mi.",Used,2022,Chrysler,Pacifica Limited
atlanta-ga,Morning Frost White,Aurora Blue,Rear-wheel Drive,18-24,Gasoline,8-Speed Automatic,"4L V-8 gasoline direct injection, DOHC, variable valve control,","16,330 mi.",Used,2019,Aston,Martin DB11 Volante
atlanta-ga,Moonlight Blue Metallic,Saiga Beige,All-wheel Drive,19-27,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,"30,804 mi.",Used,2019,Audi,A8 L 55
atlanta-ga,Gray,BLACK,Four-wheel Drive,NULL,,Automatic,Electric,"46,117 mi.",Used,2021,Audi,e-tron Premium
atlanta-ga,Gray,GRAY,Rear-wheel Drive,21-27,Gasoline,Automatic,Gas,"123,938 mi.",Used,2017,Hyundai,Santa Fe Sport
atlanta-ga,White,Beige,Rear-wheel Drive,NULL,–,4-Speed A/T,–,"109,000 mi.",Used,1996,Lexus,LS 400 Base
atlanta-ga,Jetset Blue,Ski Gray,Front-wheel Drive,24-31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"67,909 mi.",Used,2018,Jeep,Renegade Latitude
atlanta-ga,Oxford White,gray,Rear-wheel Drive,0-0,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, re","52,457 mi.",Used,2020,Ford,Transit-250 Base
atlanta-ga,Glacier White,Ocean Coast,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"3,599 mi.",Used,2023,Rivian,R1S Launch Edition
atlanta-ga,Argento Nurburgring Metallic,Nero,Rear-wheel Drive,0-0,Hybrid,8-Speed A/T,3.0L  V6 Cylinder Engine,698 mi.,Ferrari Certified,2023,Ferrari,296 GTB Coupe
atlanta-ga,Blue,Gray,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"5,027 mi.",Used,2023,Rivian,R1S Launch Edition
atlanta-ga,Silver,Black Mountain,All-wheel Drive,NULL,,Automatic,Electric,233 mi.,Used,2023,Rivian,R1S Adventure Quad Motor Large Pack
atlanta-ga,Scarlet Ember,Gray,Front-wheel Drive,26-34,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,"21,793 mi.",Used,2021,Nissan,Rogue SV
atlanta-ga,White,Black,All-wheel Drive,25-32,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,"10,228 mi.",Used,2021,Nissan,Rogue SV
atlanta-ga,Mosaic Black Metallic,Jet Black,Front-wheel Drive,18-27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,"101,874 mi.",Used,2020,Chevrolet,Traverse LS
atlanta-ga,Fuji White,Almond / Arabica,Four-wheel Drive,15-19,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"111,664 mi.",Used,2016,Land,Rover LR4 Base
atlanta-ga,Black Metallic,Roast,All-wheel Drive,17-24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"32,476 mi.",Used,2022,Lincoln,Aviator Reserve AWD
atlanta-ga,–,–,All-wheel Drive,25-28,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"56,307 mi.",Used,2022,GMC,Terrain SLT
atlanta-ga,OTHER,Satin Black,Front-wheel Drive,21-29,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,"98,972 mi.",Used,2016,Kia,Sorento LX
atlanta-ga,Midnight Black Metallic,Black/Red,Front-wheel Drive,31-0,Gasoline,Automatic,"Dynamic Force 2L I-4 port/direct injection, DOHC, variable valve","47,200 mi.",Used,2023,Toyota,Corolla SE
atlanta-ga,Gray,Gray,All-wheel Drive,NULL,,A/T,835.0HP Electric Motor Electric Fuel System,"1,500 mi.",Used,2024,Rivian,R1S Adventure Quad-Motor Large Package
atlanta-ga,Sumatra Black,Almond / Nutmeg,Four-wheel Drive,12-17,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,"103,658 mi.",Used,2012,Land,Rover LR4 HSE
atlanta-ga,Silver,Black,Rear-wheel Drive,,Gasoline,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,"5,813 mi.",Used,2016,McLaren,675LT Spider
atlanta-ga,Black,Cream,All-wheel Drive,20-30,Gasoline,A,3.0L 300.0hp,"112,018 mi.",Used,2016,BMW,335 Gran Turismo 5dr 335i xDrive Gran Turismo AWD
atlanta-ga,Magnetic Gray Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,"48,203 mi.",Used,2021,Toyota,RAV4 Prime SE
atlanta-ga,White,BLACK,Rear-wheel Drive,23-30,Gasoline,Automatic,Turbo Gas,"48,279 mi.",Used,2019,Jaguar,F-TYPE 296HP
atlanta-ga,Tan,BLACK,Rear-wheel Drive,,Gasoline,Automatic,Gas,"4,587 mi.",Used,2023,Mazda,MX-5 Miata RF Grand Touring
atlanta-ga,Midnight Black Metallic,Black / Red,Front-wheel Drive,31-40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,"31,004 mi.",Used,2023,Toyota,Corolla SE
atlanta-ga,Bright White Clearcoat,Black,Rear-wheel Drive,,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"49,343 mi.",Used,2022,RAM,1500 Classic SLT
atlanta-ga,Black,Dark Galvanized,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"27,913 mi.",Used,2017,Chevrolet,Bolt EV LT
atlanta-ga,Nano Gray Metallic,Black,All-wheel Drive,22-29,Gasoline,Automatic with Tiptronic,2.0L I4,"49,679 mi.",Used,2019,Audi,S3 2.0T Premium Plus
atlanta-ga,Gray,Jet Black,Rear-wheel Drive,15-22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,"89,481 mi.",Used,2019,Chevrolet,Silverado 1500 LD 1LT
atlanta-ga,Black,Jet Black,Four-wheel Drive,16-20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,"2,900 mi.",Used,2023,Chevrolet,Silverado 1500 LTZ
atlanta-ga,Orange,Gray,Front-wheel Drive,21-30,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,"85,244 mi.",Used,2012,Dodge,Avenger SE
atlanta-ga,Silver,Black Mountain,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"7,418 mi.",Used,2023,Rivian,R1S Adventure Quad Motor Large Pack
atlanta-ga,Black,Gray,Front-wheel Drive,27-35,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,"54,506 mi.",Used,2021,Nissan,Rogue S
atlanta-ga,Caspian Blue,Charcoal,Front-wheel Drive,26-34,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,"45,691 mi.",Used,2021,Nissan,Rogue SV
atlanta-ga,Carbonized Gray Metallic,Ebony,Four-wheel Drive,20-27,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,"26,794 mi.",Used,2021,Ford,Explorer XLT
atlanta-ga,Grigio Titanio Metallic,Nero,Rear-wheel Drive,0-0,Hybrid,8-Speed A/T,3.0L  V6 Cylinder Engine,"2,371 mi.",Ferrari Certified,2022,Ferrari,296 GTB Coupe
atlanta-ga,Grigio Scuro,Nero,Rear-wheel Drive,0-0,Hybrid,8-Speed A/T,3.0L  V6 Cylinder Engine,"3,507 mi.",Ferrari Certified,2022,Ferrari,296 GTB Coupe
atlanta-ga,Silver,Tan,Four-wheel Drive,23-29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"72,563 mi.",Used,2018,Ford,EcoSport SE
atlanta-ga,Black Clearcoat,Black,Four-wheel Drive,16-23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"54,199 mi.",Used,2020,Jeep,Gladiator Rubicon
atlanta-ga,Kinetic Blue,Dark Galvanized Gray,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"31,116 mi.",Used,2020,Chevrolet,Bolt EV Premier
atlanta-ga,Red,–,Rear-wheel Drive,23-27,Gasoline,4-Speed Automatic,3.9L V6 12V MPFI OHV,"39,464 mi.",Used,1995,Dodge,Dakota Sport
chicago-il,Star White Metallic Tri-Coat,Ebony,All-wheel Drive,19-25,Gasoline,Automatic,"EcoBoost 2.7L V-6 gasoline direct injection, DOHC, variable valv","29,848 mi.",Used,2022,Ford,Edge ST
chicago-il,Frozen White,Charcoal Black,All-wheel Drive,19-25,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,"81,391 mi.",Used,2017,Ford,Focus RS Base
chicago-il,Silver,–,Front-wheel Drive,21-29,Gasoline,5-Speed Automatic,3.0L V6 24V MPFI DOHC,"130,292 mi.",Used,2003,Lexus,ES 300
chicago-il,Silver,Black,All-wheel Drive,20-27,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","102,768 mi.",Used,2014,Audi,allroad 2.0T Prestige
chicago-il,Ebony Black,Black,Front-wheel Drive,21-30,Gasoline,Automatic,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine","125,869 mi.",Used,2010,Mazda,Mazda6 s Grand Touring
chicago-il,Daytona Gray Pearl Effect,Black / Express Red,All-wheel Drive,15-22,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"27,628 mi.",Used,2021,Audi,RS 6 Avant 4.0T quattro
chicago-il,Sebring Black Crystal Effect,Black / Gray,All-wheel Drive,,Gasoline,1-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"1,895 mi.",Used,2022,Audi,RS 6 Avant 4.0T quattro
chicago-il,Onyx Black Metallic,Charcoal,All-wheel Drive,22-31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"27,290 mi.",Used,2021,Volvo,V60 Cross Country T5
chicago-il,Gray,Black,Front-wheel Drive,22-31,Gasoline,Automatic,3.5L 24-valve EFI DOHC V6 engine,"160,085 mi.",Used,2006,Toyota,Avalon Limited
chicago-il,Ebony Twilight Metallic,Ebony,Front-wheel Drive,15-22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"68,207 mi.",Used,2017,GMC,Acadia Limited Limited
chicago-il,Jasper Green Pearl,Taupe,Front-wheel Drive,20-27,Gasoline,Automatic,"3.1L V-6 regular unleaded, engine with 175HP","126,744 mi.",Used,2000,Buick,Century Custom
chicago-il,–,–,All-wheel Drive,19-28,Gasoline,Automatic,2.5 TFSI 5-Cyl 400hp Engine,"54,260 mi.",Used,2018,Audi,RS 3 2.5T
chicago-il,Red,Tan,Rear-wheel Drive,0-0,Gasoline,A,3.2L V6,"35,248 mi.",Used,1998,Aston,Martin DB7
chicago-il,Blue,Black,All-wheel Drive,22-33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"107,097 mi.",Used,2014,BMW,328 Gran Turismo i xDrive
chicago-il,Not Specified,Not Specified,Rear-wheel Drive,19-0,Gasoline,Manual,"2.9L H-6 DOHC, VarioCam variable valve control, engine with 255H","49,213 mi.",Used,2009,Porsche,Boxster Base
chicago-il,Machine Gray Metallic,Black,All-wheel Drive,27-32,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"39,311 mi.",Used,2019,Mazda,CX-3 Touring
chicago-il,Diamond Black,Black,Four-wheel Drive,18-24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,"45,423 mi.",Used,2021,Jeep,Cherokee Trailhawk
chicago-il,Bright White Clearcoat,Lt Mountain Brown/Brown,Four-wheel Drive,0-0,Diesel,Aisin 6-Speed Automatic,6.7L 6-Cylinder Diesel Turbocharged OHV,"25,661 mi.",Used,2023,RAM,3500 Longhorn
chicago-il,Mineral Gray Metallic,Black,All-wheel Drive,22-34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"61,483 mi.",Used,2016,BMW,328 Gran Turismo i xDrive SULEV
chicago-il,Rosso Corsa,Beige,Rear-wheel Drive,,Gasoline,6-Speed Manual,3.6L V8,"44,055 mi.",Used,1999,Ferrari,360 Modena
chicago-il,Sterling Gray Metallic,Dream Red,Rear-wheel Drive,20-27,Gasoline,5-Speed Manual,2.5L I6 24V MPFI DOHC,"18,593 mi.",Used,2002,BMW,Z3 2.5i Roadster
chicago-il,Alfa Rosso,Black,All-wheel Drive,22-28,Gasoline,8-Speed Automatic,"2L I-4 gasoline direct injection, MultiAir2 variable valve contr","47,616 mi.",Used,2022,Alfa,Romeo Stelvio Ti
chicago-il,Alfa Rosso,Black,All-wheel Drive,22-28,Gasoline,8-Speed Automatic,"2L I-4 gasoline direct injection, MultiAir2 variable valve contr","47,616 mi.",Used,2022,Alfa,Romeo Stelvio Ti
chicago-il,Cobalt Blue Metallic,Black,Rear-wheel Drive,20-28,Gasoline,5-Speed Automatic with Tiptronic S,"3.4L H-6 DOHC, Variocam variable valve control, premium unleaded","60,372 mi.",Used,2006,Porsche,Cayman S
chicago-il,Black,Black,All-wheel Drive,20-27,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","135,274 mi.",Used,2013,Audi,allroad 2.0T Premium Plus
chicago-il,–,–,Rear-wheel Drive,19-26,Gasoline,Automatic,"2.5L H-6 DOHC, variable valve control, premium unleaded, engine","53,977 mi.",Used,1998,Porsche,Boxster Base
chicago-il,Gray,Black,Front-wheel Drive,22-31,Gasoline,Automatic,2.4L DOHC 16-valve i-VTEC I4 engine,"151,068 mi.",Used,2012,Acura,TSX
chicago-il,White Diamond Pearl,Ivory,Four-wheel Drive,17-25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,"239,849 mi.",Used,2010,Honda,Accord Crosstour EX-L
chicago-il,White Platinum Tri-Coat Metallic,Cappuccino,Front-wheel Drive,17-26,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,"74,754 mi.",Used,2018,Lincoln,Continental Select
chicago-il,Vegas Yellow/Black Roof,Black,Rear-wheel Drive,14-0,Gasoline,Automatic,"5.2L V-10 port/direct injection, DOHC, variable valve control, p","5,651 mi.",Used,2023,Audi,R8 V10 performance RWD S tronic
chicago-il,Gray,Black,All-wheel Drive,14-19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"71,099 mi.",Used,2017,BMW,X5 M Base
chicago-il,Viper Red Clearcoat,Black,Rear-wheel Drive,11-20,Gasoline,6-Speed Manual,8.3L V10 500hp 525ft. lbs.,"13,597 mi.",Used,2003,Dodge,Viper SRT10
chicago-il,Exclusive Solar Orange,Black,All-wheel Drive,15-22,Gasoline,8-Speed Shiftable Automatic,4.0L Twin Turbo V8 591hp 590ft. lbs.,"19,681 mi.",Used,2022,Audi,RS 6 Avant 4.0T
chicago-il,Red Carpet,Ebony,Front-wheel Drive,17-26,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,"44,546 mi.",Used,2020,Lincoln,Continental Standard
chicago-il,White Metallic,Fiona Red/Black,All-wheel Drive,16-25,Gasoline,8-Speed Automatic Sport,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable","59,785 mi.",Used,2018,BMW,ALPINA B7 xDrive
chicago-il,Nardo Gray,Cognac,All-wheel Drive,14-21,Hybrid,Automatic,Twin Turbo Gas/Electric V-8 4.0 L/244,"12,422 mi.",Used,2023,Audi,RS 6 Avant 4.0T
chicago-il,SILVER,–,Front-wheel Drive,21-28,Gasoline,Automatic,"2.7L V-6 DOHC, regular unleaded, engine with 200HP","42,306 mi.",Used,2006,Chrysler,Sebring Base
chicago-il,Jupiter Red,Black,All-wheel Drive,15-20,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"27,265 mi.",Mercedes-Benz Certified,2020,Mercedes-Benz,AMG GT 63 4-Door
chicago-il,Glacier White Metallic,Black,All-wheel Drive,,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"7,090 mi.",Used,2022,Audi,RS 6 Avant 4.0T quattro
chicago-il,Alpine White,Black,All-wheel Drive,22-34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"142,461 mi.",Used,2016,BMW,328 Gran Turismo i xDrive SULEV
chicago-il,Midnight Sapphire Blue Metallic,Cappuccino,All-wheel Drive,17-25,Gasoline,6-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"139,444 mi.",Used,2017,Lincoln,Continental Reserve
chicago-il,White,Black,All-wheel Drive,,Gasoline,Automatic,3.0L V6,"68,184 mi.",Used,1997,Mitsubishi,3000GT SR
chicago-il,–,Black,Rear-wheel Drive,20-32,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","97,758 mi.",Used,2015,BMW,335 335i
chicago-il,Rosso Corsa,Beige Tradizione,Rear-wheel Drive,15-22,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,"15,689 mi.",Ferrari Certified,2018,Ferrari,488 GTB Base
chicago-il,Red,Black,Rear-wheel Drive,18-26,Gasoline,6-Speed Manual,3.2L H6 24V MPFI DOHC,"37,360 mi.",Used,2001,Porsche,Boxster S
chicago-il,Viper Black Clearcoat,Black,Rear-wheel Drive,12-21,Gasoline,6-Speed Manual,8.3L V10 20V MPFI OHV,"11,281 mi.",Used,2004,Dodge,Viper SRT-10
chicago-il,White,Black,Rear-wheel Drive,,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"71,800 mi.",Used,2013,BMW,ALPINA B7 LWB
chicago-il,Black,Gray,Front-wheel Drive,21-30,Gasoline,Automatic,2.5L DOHC MPFI 16-valve I4 engine w/variable valve timing (VVT),"160,657 mi.",Used,2010,Mazda,Mazda6 i Sport
chicago-il,Crystal White Pearl,Gray,All-wheel Drive,26-33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,"23,913 mi.",Used,2021,Subaru,Forester Premium
chicago-il,Dark Graphite Metallic,Mocha w/Black Dashboard,All-wheel Drive,26-37,Diesel,Automatic,"3L I-6 diesel direct injection, DOHC, variable valve control, in","131,080 mi.",Used,2016,BMW,535d xDrive
chicago-il,White,Beige,Four-wheel Drive,14-18,Gasoline,5-Speed Automatic,4.7L V8 32V MPFI DOHC,"190,232 mi.",Used,2008,Lexus,GX 470
chicago-il,Black,Black,Rear-wheel Drive,19-27,Gasoline,Automatic,"2.5L H-6 DOHC, variable valve control, premium unleaded, engine","20,974 mi.",Used,1997,Porsche,Boxster Base
chicago-il,Olive Green Pearlcoat,Black,Four-wheel Drive,19-27,Gasoline,Automatic,Regular Unleaded V-6 3.2 L/198,"31,022 mi.",Used,2021,Jeep,Cherokee Limited
chicago-il,Pacific Blue Metallic,Dark Charcoal,Front-wheel Drive,34-40,Gasoline,–,1.5L DOHC SFI 16-valve VVT-i 4-cyl engine w/Toyota direct inject,"67,300 mi.",Used,2007,Toyota,Yaris Base
chicago-il,Black Sapphire Metallic,Black,All-wheel Drive,14-19,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,"45,273 mi.",Used,2020,BMW,X3 M Competition
chicago-il,Meteor Silver Metallic,Ebony,Front-wheel Drive,23-32,Gasoline,Automatic,2.4L DOHC PGM-FI 16 valve 4-cyl engine w/i-VTEC,"86,111 mi.",Used,2004,Acura,TSX w/Navigation
chicago-il,SILVER,BLACK,Rear-wheel Drive,23-0,Diesel,Automatic,"3L I-6 diesel direct injection, DOHC, Double VANOS variable valv","110,400 mi.",Used,2011,BMW,335 D
chicago-il,Platinum Graphite Metallic,Black,All-wheel Drive,16-21,Gasoline,7-Speed Automatic,3.5L V6 24V MPFI DOHC,"131,421 mi.",Used,2010,INFINITI,FX35 Base
